product_id,pharmacy_id,stock,price
1725,24,39,11057
1110,24,64,8891
11554,24,47,43158
4642,24,99,9697
2643,24,34,29478
8819,25,40,42779
8261,25,94,36375
11424,25,30,29689
10818,25,64,11533
4530,25,93,24026
3045,25,53,48213
8654,25,77,22362
2212,25,21,14441
11629,25,26,32919
4598,25,17,26413
5230,26,44,24503
2682,26,66,38609
918,26,7,1807
1832,26,30,26491
7240,26,84,41683
4620,26,16,11515
9237,26,38,7019
506,26,100,13411
3608,26,54,11623
4199,26,61,38148
9979,27,0,24479
10493,27,57,7812
391,27,84,4117
478,27,86,42617
5103,27,9,30358
7497,27,79,32565
11092,27,33,32757
8489,27,1,48166
1225,27,71,2578
11932,27,47,31257
316,28,41,35708
10180,28,65,26954
6115,28,98,37072
3301,28,53,4474
10004,28,97,11029
10823,28,19,44990
4124,28,5,43510
8370,28,64,28677
8762,28,29,44036
5326,28,78,771
11656,29,73,38198
11273,29,91,33633
4798,29,49,17870
1306,29,13,249
8613,29,14,18485
738,29,81,60
2872,29,9,2679
3339,29,30,18445
454,29,2,46059
1665,29,0,2007
9594,30,64,31610
2024,30,20,36523
4136,30,45,1312
2475,30,96,2725
3116,30,32,45167
11202,30,91,43634
4379,30,2,49830
8521,30,89,46095
3365,30,12,10405
413,30,87,10022
6351,31,100,20408
4339,31,97,37940
7172,31,73,49309
6103,31,89,17348
9928,31,39,25207
5166,31,29,14604
10954,31,31,13383
3239,31,23,44562
4179,31,2,40067
7981,31,36,8520
8097,32,57,18759
6991,32,55,10240
6074,32,42,42300
1504,32,95,16030
788,32,45,30319
2041,32,49,7106
6183,32,15,44866
5527,32,25,30816
6588,32,92,36745
10560,32,91,21587
2552,33,60,7842
521,33,0,29653
7797,33,46,47300
4651,33,70,17918
10973,33,4,40846
7680,33,95,31112
3099,33,55,7271
5402,33,60,42885
3838,33,23,41228
1718,33,65,19741
3518,34,50,24529
1197,34,9,26352
4365,34,19,32178
1273,34,78,47713
11015,34,50,15973
7768,34,28,11227
5985,34,71,41492
1500,34,78,35105
11268,34,71,8745
7525,34,45,42471
5090,35,82,34843
11101,35,94,35625
3875,35,63,46979
2620,35,14,30061
11563,35,97,44014
8246,35,28,45311
1871,35,36,48086
8473,35,69,32157
10001,35,52,3959
1002,35,96,220
5336,36,89,14008
3730,36,7,37052
3200,36,11,39596
6021,36,53,23405
163,36,7,39880
2527,36,32,31369
9153,36,20,4190
6368,36,90,18199
7963,36,91,6546
3627,36,88,5242
1838,37,30,26935
1162,37,32,45091
7681,37,100,27923
4573,37,23,20746
2010,37,49,45099
11398,37,38,23292
1804,37,13,17947
7758,37,22,32714
10113,37,66,15395
4902,37,99,27194
7325,38,52,11048
11908,38,85,47447
9733,38,73,15058
11245,38,14,32847
9339,38,56,44836
38,38,28,31634
2426,38,14,29456
6446,38,15,27442
9979,38,31,8012
8488,38,36,7513
3993,39,32,32018
6933,39,48,9277
6066,39,23,23329
10968,39,32,37947
9658,39,22,7779
3085,39,65,14011
4980,39,52,41064
4839,39,12,39421
11809,39,79,38968
10980,39,83,43204
7659,40,3,40369
9691,40,30,3760
697,40,10,23273
693,40,47,31832
3353,40,43,31926
6819,40,46,45741
10710,40,35,10660
609,40,5,30876
3513,40,0,23516
10059,40,84,42179
1903,41,62,30248
1348,41,13,4117
5773,41,8,15702
8120,41,47,43059
11569,41,56,41618
8068,41,97,6328
9934,41,64,13928
3703,41,66,26745
8107,41,51,16372
343,41,62,28503
5633,42,65,48266
5530,42,18,43695
1557,42,21,42890
3682,42,20,2236
3091,42,70,41333
1163,42,94,17661
8130,42,39,10122
9111,42,66,41623
8949,42,7,31655
10610,42,84,29944
2283,43,4,2786
3868,43,34,28710
11929,43,44,4087
9800,43,42,6799
6550,43,29,9607
4587,43,11,29958
5438,43,17,39305
3496,43,88,19717
7279,43,11,8474
11211,43,36,45865
11379,44,5,25828
727,44,6,27024
6111,44,89,18515
533,44,81,22324
3072,44,26,18964
7398,44,56,6655
3347,44,5,28188
1410,44,6,36493
7700,44,59,19452
4424,44,48,16380
1464,45,29,40763
9863,45,44,42512
14,45,19,2710
4575,45,9,45420
4513,45,92,38064
5325,45,50,47421
10656,45,73,5224
7424,45,79,4387
9105,45,96,22968
6519,45,36,4906
7408,46,55,29852
586,46,69,15776
6531,46,42,3820
11935,46,89,29746
3765,46,79,30177
9563,46,6,13756
2898,46,18,24697
8782,46,23,27728
5966,46,33,21115
4824,46,36,40624
6409,47,3,8720
5341,47,71,30413
2047,47,94,48340
7974,47,35,31771
5479,47,26,36810
10522,47,83,45929
3977,47,14,33381
3736,47,19,43369
1357,47,37,49515
10142,47,58,45179
3777,48,71,44855
10692,48,98,1542
11999,48,69,40281
2796,48,53,7699
5279,48,57,49974
10639,48,18,44361
3530,48,31,46884
8701,48,43,43620
2690,48,22,2972
3702,48,18,8687
1490,49,88,25661
11822,49,74,18927
2507,49,28,19203
11411,49,38,8057
11797,49,80,12366
9811,49,23,6032
3338,49,85,16151
2686,49,75,26212
9104,49,51,9507
96,49,67,2479
249,50,2,40930
1556,50,68,8502
1131,50,20,36068
6416,50,88,10545
10438,50,49,3375
11452,50,29,34634
5024,50,36,23865
11544,50,89,25112
1517,50,67,3795
6400,50,49,38712
9543,51,24,3878
867,51,81,24685
10852,51,84,45359
9437,51,8,7660
8784,51,71,45863
6261,51,71,4791
1928,51,23,3197
5025,51,73,33831
1183,51,94,15151
3025,51,48,44972
8256,52,47,20948
5791,52,60,21915
6529,52,20,21979
5700,52,91,32915
2503,52,31,30028
5372,52,90,5456
1328,52,30,17693
6954,52,79,44647
4132,52,35,15905
11193,52,69,28378
9026,53,29,23447
7988,53,23,25963
1111,53,96,5435
11953,53,31,27546
9794,53,72,28189
9202,53,65,30590
4232,53,94,7712
6139,53,43,5152
5182,53,97,42544
7804,53,8,46053
10713,54,33,658
10301,54,33,19108
196,54,49,36712
7995,54,61,39151
2009,54,7,32121
6268,54,53,1024
1694,54,78,3345
3320,54,48,8414
10096,54,85,3782
50,54,69,6909
1608,55,27,18264
1057,55,50,4915
1512,55,85,28622
568,55,63,11501
8999,55,53,13784
6300,55,60,47126
5224,55,28,40097
11196,55,40,22440
9184,55,34,9130
8622,55,31,42722
9806,56,23,27912
8513,56,29,18843
4332,56,21,33050
10038,56,14,22883
9996,56,100,34556
9182,56,8,24848
11447,56,44,2039
9590,56,8,11156
3534,56,1,18168
1146,56,97,30323
10317,57,8,18931
11486,57,92,17994
7621,57,5,16746
4469,57,14,10670
6235,57,70,21840
834,57,52,34132
1090,57,5,44300
5347,57,25,13480
3893,57,2,20557
10230,57,59,5231
7279,58,95,6213
7337,58,80,32823
6691,58,13,37885
1201,58,15,16707
164,58,11,32878
8686,58,67,39311
3176,58,8,36230
8604,58,87,35455
9223,58,19,32166
10760,58,76,30164
11891,59,74,107
11531,59,32,33475
5739,59,59,44161
11329,59,12,399
10506,59,69,41166
417,59,71,6218
1161,59,95,11723
8460,59,46,21899
1466,59,35,2494
5757,59,1,27992
9264,60,86,18257
9152,60,80,21423
8913,60,27,34598
5067,60,87,32298
5879,60,24,30199
10617,60,23,3598
11687,60,12,12332
10244,60,16,10066
3887,60,4,2704
8513,60,52,3164
1256,61,38,2527
3251,61,64,1139
2209,61,18,7964
3670,61,35,15047
10129,61,61,45246
8695,61,57,43766
2044,61,95,22601
10450,61,74,20740
1046,61,37,44901
1279,61,15,22524
8074,62,82,34338
282,62,66,17223
7312,62,76,36380
1,62,30,47422
8930,62,84,13504
127,62,81,4304
647,62,28,34373
10373,62,58,6607
10224,62,78,47634
4627,62,32,21921
3133,63,70,28650
9865,63,8,43532
16,63,59,33445
3176,63,10,12671
1570,63,18,13768
8731,63,17,39236
5738,63,89,18964
108,63,36,4059
11459,63,1,2760
10803,63,13,24082
2563,64,61,47214
8187,64,44,33347
584,64,36,11767
11803,64,5,3528
5502,64,99,29544
8725,64,83,29229
5001,64,59,19701
7603,64,84,1721
4874,64,79,15328
5819,64,24,49220
6527,65,69,8255
4886,65,7,22489
3131,65,93,31085
8482,65,85,40786
393,65,53,36174
8870,65,12,37716
1402,65,24,37849
7132,65,81,19180
423,65,31,3061
4093,65,87,39339
3869,66,51,12862
882,66,94,5803
11865,66,47,12406
3103,66,10,41599
9912,66,3,26956
1575,66,56,41883
5431,66,32,19557
1159,66,20,45731
8347,66,88,37001
697,66,69,8102
4671,67,83,21744
6431,67,49,34956
9414,67,28,43336
1611,67,91,10140
10639,67,35,42240
5327,67,7,14708
10674,67,91,4302
11756,67,54,32035
11104,67,45,38128
2733,67,87,14762
631,68,30,960
3577,68,50,16402
3173,68,25,23728
5293,68,16,13651
2339,68,90,38762
9667,68,39,9910
5784,68,0,43399
11224,68,78,49428
10141,68,94,37195
3940,68,36,29188
5236,69,27,6071
10166,69,69,41621
7061,69,80,31929
11182,69,25,2603
764,69,44,20950
11908,69,51,26092
1016,69,75,40059
9932,69,60,15944
9445,69,94,32127
7565,69,64,3489
1135,70,57,37767
9343,70,83,25563
3330,70,95,19466
2296,70,93,43401
3275,70,89,13479
147,70,71,2777
6411,70,3,48842
2703,70,70,200
1295,70,97,15355
926,70,17,22969
6769,71,44,20371
5711,71,57,43333
10847,71,47,11044
6868,71,45,31734
11073,71,84,45466
9342,71,83,42350
7496,71,69,40788
11508,71,8,17048
3185,71,12,44858
8638,71,83,25355
2867,72,87,13183
10648,72,65,16189
3457,72,17,25736
5488,72,82,14212
5416,72,87,49337
10033,72,18,32252
8381,72,0,41355
4998,72,88,13020
11422,72,59,19781
8778,72,63,3352
3869,73,88,37
1337,73,75,48036
4975,73,26,37325
5464,73,92,29276
4294,73,2,2248
226,73,88,32827
6690,73,49,13722
1433,73,21,42622
4940,73,61,23410
962,73,98,46779
9674,74,75,4410
8873,74,41,30872
10284,74,12,9343
11358,74,69,29824
4549,74,46,34556
7311,74,86,43603
4235,74,85,10860
394,74,31,29572
6029,74,61,38621
10427,74,30,33778
4022,75,25,32926
10573,75,52,24513
2827,75,49,48033
7662,75,31,9069
8244,75,99,118
3716,75,14,12764
7700,75,46,8230
11596,75,81,37476
6093,75,35,21470
465,75,41,35745
8341,76,56,2775
1008,76,23,1445
6759,76,24,5390
6886,76,68,21608
1138,76,30,23906
10594,76,57,36909
5317,76,67,24362
966,76,54,41510
2438,76,100,12255
3358,76,89,44030
10882,77,50,21011
6096,77,0,11366
622,77,84,32768
2804,77,47,25372
11550,77,8,45590
5458,77,66,8184
6104,77,45,21725
6516,77,61,8980
5272,77,23,914
1445,77,34,42878
2860,78,54,36097
6552,78,26,38120
10042,78,61,49352
8839,78,27,18725
1008,78,25,20604
9161,78,21,33464
2667,78,11,35217
5131,78,23,49824
3436,78,30,22427
4474,78,84,18363
3314,79,90,2115
6084,79,78,45385
890,79,65,16754
7885,79,78,44287
8511,79,85,27934
780,79,100,38118
5389,79,17,12642
1666,79,66,9504
6098,79,70,8272
7866,79,42,33563
10404,80,74,26292
8370,80,25,9866
492,80,50,48866
11514,80,74,6798
6703,80,10,34675
6145,80,4,15428
1789,80,57,38290
577,80,52,25280
6281,80,93,40319
10849,80,71,6184
6533,81,17,6555
9825,81,77,40268
6615,81,71,33599
7989,81,62,10095
6868,81,11,36138
1593,81,87,43838
10355,81,67,11863
6432,81,61,29227
11408,81,3,29019
585,81,27,21533
7729,82,50,40515
7469,82,70,23482
10556,82,31,31831
7723,82,98,7986
8812,82,12,45069
3183,82,63,34529
3140,82,83,32219
4143,82,39,46810
2297,82,74,11452
2077,82,41,21363
1716,83,31,13947
4572,83,39,6132
5416,83,19,49439
4122,83,32,32579
5129,83,91,22825
3010,83,40,44019
6279,83,66,8254
7435,83,46,37192
1722,83,97,46632
1500,83,45,48147
1205,84,71,43743
9075,84,15,12393
11568,84,11,10345
10631,84,2,15675
367,84,25,36184
8561,84,8,23966
5534,84,61,27475
4959,84,93,20324
72,84,91,5086
9438,84,29,47670
331,85,15,42770
1753,85,9,19750
2600,85,94,17103
81,85,98,27639
6150,85,99,2561
3630,85,66,45520
4199,85,68,25201
9151,85,71,40696
9310,85,38,9713
9987,85,38,36292
11636,86,23,22844
11017,86,80,18944
4408,86,82,767
1733,86,63,33338
1939,86,80,35845
3449,86,76,17713
10741,86,52,36824
8673,86,82,34076
11394,86,87,37097
6848,86,27,3989
11691,87,19,12527
8516,87,7,32992
4915,87,72,29603
1154,87,10,10718
7974,87,39,9914
9558,87,5,41408
307,87,18,42157
117,87,22,34189
8923,87,34,485
2138,87,5,17690
10068,88,18,6025
5890,88,83,37382
4270,88,70,26236
8016,88,23,37355
377,88,81,43030
10491,88,63,14914
1576,88,14,44343
8779,88,30,43484
8920,88,40,4495
2309,88,57,32453
8076,89,84,36232
3831,89,83,7713
10588,89,48,25690
2650,89,63,60
8220,89,38,10597
7736,89,5,25802
16,89,53,41610
7490,89,18,48213
9541,89,93,30042
7308,89,95,7161
10672,90,25,48882
2598,90,85,42760
1442,90,81,10344
11517,90,2,24230
128,90,80,44520
11041,90,32,10070
4958,90,32,30367
946,90,61,29639
6399,90,19,12938
6877,90,25,37923
5094,91,24,30830
869,91,24,21446
3710,91,14,38505
11263,91,22,13844
8922,91,46,10970
6713,91,12,14980
4701,91,86,802
2301,91,64,19850
7169,91,67,10888
10243,91,87,16532
1489,92,28,10714
7952,92,19,49690
4339,92,95,49336
8340,92,63,40749
2986,92,29,31250
7388,92,84,34479
2142,92,34,30104
7518,92,93,5668
6962,92,37,31943
7948,92,76,15718
2414,93,56,23408
10119,93,51,8658
6156,93,13,9864
5613,93,59,40380
2330,93,49,17744
5308,93,66,35521
9747,93,69,21148
8409,93,77,38437
4694,93,38,22431
1798,93,27,47880
11420,94,49,5983
1280,94,36,33532
9562,94,37,6748
8086,94,21,33163
2754,94,38,18320
9257,94,87,31420
3240,94,33,21143
4310,94,27,12122
9431,94,19,20984
9986,94,30,16333
10733,95,43,29086
6468,95,79,29000
5077,95,96,43354
2316,95,97,8532
10537,95,44,44259
2453,95,62,38257
1091,95,14,23475
215,95,95,8230
11082,95,68,48339
1748,95,82,5212
8388,96,3,45048
11747,96,32,48420
2200,96,6,5082
787,96,91,24022
9875,96,93,9047
1306,96,36,24635
11199,96,64,784
312,96,14,33707
5223,96,81,38049
449,96,94,43269
586,97,70,3025
2279,97,57,2381
4181,97,10,6470
8056,97,43,28557
2609,97,18,4454
9364,97,6,40887
8761,97,55,5828
2515,97,78,45261
2839,97,49,17187
5543,97,60,37819
6322,98,81,14218
7486,98,57,38039
7591,98,89,46407
1646,98,77,10678
8104,98,5,5378
10637,98,78,21375
8322,98,48,13059
5325,98,18,18451
1807,98,81,11859
6767,98,63,42515
6345,99,87,16661
5449,99,88,45417
5667,99,71,7100
171,99,75,5165
2971,99,57,28413
3025,99,35,4467
1084,99,35,11564
3889,99,88,75
4649,99,13,24968
8074,99,15,23236
4503,100,12,43767
2216,100,0,18548
1780,100,47,32881
8166,100,78,6681
1516,100,44,9671
5036,100,9,35276
6637,100,72,42790
107,100,43,1278
5684,100,40,29335
3269,100,40,10863
3049,101,54,9251
2165,101,80,28431
8030,101,1,37926
5751,101,32,15134
8127,101,83,11345
8058,101,31,32555
6894,101,3,30944
9042,101,25,9876
7995,101,43,30901
1910,101,28,25036
3822,102,35,779
2569,102,79,29850
6504,102,64,39528
7027,102,70,25978
11474,102,62,20737
4865,102,65,41357
6038,102,23,13714
7349,102,29,6398
175,102,80,17810
4030,102,14,6247
8075,103,62,37185
4783,103,37,13310
1669,103,42,30220
454,103,29,36438
2678,103,1,2875
10821,103,26,43907
9210,103,81,47109
2514,103,76,7687
6588,103,10,3622
2439,103,75,48245
6332,104,45,45351
10501,104,13,9933
9949,104,87,41578
5079,104,13,25108
4891,104,12,14182
1557,104,88,8786
10226,104,99,3953
7793,104,5,33972
810,104,11,36648
6492,104,13,18492
11518,105,7,13529
846,105,86,48468
1947,105,74,44145
3200,105,69,32215
7899,105,52,26120
8002,105,79,29447
2742,105,100,39771
402,105,61,18492
9225,105,82,13680
390,105,70,34067
4922,106,83,29243
570,106,33,12896
528,106,30,47423
6351,106,41,41414
6115,106,2,14287
6597,106,70,5897
10906,106,100,27282
11063,106,54,33205
1379,106,87,44535
5328,106,63,37387
1651,107,60,11407
6273,107,0,18129
11085,107,95,18981
8409,107,65,7773
11906,107,81,17044
8254,107,32,5010
11893,107,69,15225
7845,107,54,14542
5932,107,0,151
3364,107,28,5509
8874,108,90,31966
5282,108,100,19579
3202,108,54,14473
495,108,52,34123
10676,108,78,28128
1258,108,91,8143
4355,108,32,14359
7454,108,83,42786
2528,108,3,29214
6704,108,68,48506
7732,109,38,4461
6973,109,30,41875
2742,109,92,18396
11582,109,15,43872
2438,109,60,2332
1312,109,78,5957
8059,109,87,43869
10392,109,47,32286
8290,109,37,25982
6166,109,53,19514
5835,110,87,43068
1532,110,58,17443
320,110,100,26030
10721,110,24,45451
8730,110,16,6659
9807,110,87,20506
1132,110,6,46897
7727,110,80,39793
1855,110,52,13894
395,110,81,8866
2755,111,23,3180
192,111,32,18917
11030,111,55,7366
9338,111,8,42481
4553,111,3,21307
10314,111,29,988
9893,111,91,22656
9366,111,3,44809
2281,111,34,46415
3967,111,20,32380
11986,112,18,22209
4166,112,74,23726
6684,112,32,30423
5747,112,0,29995
304,112,49,11570
2494,112,80,38616
3687,112,75,38143
669,112,71,47821
8231,112,51,18208
5098,112,2,15452
9513,113,49,1290
3103,113,64,1473
8129,113,81,19182
10285,113,51,33193
6403,113,85,805
10506,113,63,47527
3571,113,89,16524
7112,113,62,42347
245,113,66,9836
8512,113,57,6315
7367,114,72,5058
7419,114,35,8767
840,114,29,3990
9125,114,11,11986
10942,114,82,5508
193,114,37,23923
8722,114,90,5538
2211,114,10,48214
2546,114,62,18957
6311,114,80,9829
10217,115,43,36010
9392,115,15,17660
8925,115,12,18546
2509,115,22,31235
38,115,99,28722
10314,115,28,40779
5778,115,7,48700
4506,115,41,39269
6382,115,25,13288
3545,115,41,11402
5177,116,41,22342
4260,116,30,18575
11034,116,98,43151
2285,116,39,19028
9231,116,71,27010
3985,116,23,35284
2570,116,0,22126
11890,116,42,16448
9714,116,61,32320
6882,116,63,3269
1874,117,32,44330
7278,117,42,17440
182,117,95,38991
11160,117,31,10706
2985,117,21,43718
4222,117,83,19865
11409,117,62,23329
1016,117,98,35193
7430,117,80,23063
4222,117,20,26819
9683,118,13,21187
6266,118,12,9084
8366,118,66,48069
3047,118,70,37212
8140,118,99,37392
7095,118,9,24807
10683,118,20,20821
8616,118,71,14734
8683,118,32,13771
7747,118,51,9231
6022,119,67,49317
1041,119,31,30323
152,119,93,12509
10672,119,4,26949
115,119,88,8672
3051,119,50,2625
2254,119,69,41843
3049,119,40,20580
4243,119,5,28411
6314,119,96,38348
5850,120,49,29766
3270,120,77,23855
1640,120,93,21633
4558,120,80,23754
9944,120,9,47123
10635,120,13,28816
138,120,68,10350
6253,120,8,30893
5116,120,62,37055
3740,120,49,45040
8175,121,7,14106
10959,121,67,40108
5898,121,89,18207
4497,121,40,38523
5462,121,14,25584
8231,121,95,41060
9525,121,90,42195
2157,121,43,10205
9806,121,1,48594
8126,121,51,2179
7420,122,48,21528
7643,122,67,27834
8654,122,72,29241
11158,122,21,1688
10944,122,98,1626
8818,122,99,1527
2737,122,19,38536
3637,122,93,10378
5705,122,77,29428
511,122,61,22298
2472,123,62,41093
7692,123,26,25285
4783,123,49,6575
3612,123,56,33197
11104,123,56,37309
3348,123,7,6660
3235,123,95,35807
4335,123,79,10422
9928,123,64,34141
7597,123,23,10730
9939,124,40,36487
3949,124,91,44005
6694,124,42,40547
3250,124,56,42415
4258,124,36,7745
5281,124,73,35449
2710,124,28,7906
1037,124,67,34719
5882,124,25,24345
10524,124,35,10353
1083,125,21,33040
1490,125,54,30769
658,125,19,24241
6437,125,44,45478
11759,125,100,27680
10328,125,78,4314
1474,125,21,21002
8888,125,26,40356
1976,125,33,44638
6490,125,48,5989
11673,126,88,20299
2789,126,1,41413
10197,126,83,8225
7687,126,76,12443
2988,126,45,39719
10087,126,63,22234
1363,126,63,45855
9215,126,75,31044
3621,126,61,18662
7111,126,51,39220
5222,127,49,39638
5382,127,92,17596
4317,127,18,13108
2285,127,12,16542
1029,127,67,47584
8041,127,10,46073
64,127,94,45301
3945,127,12,4727
978,127,5,39726
3686,127,7,26440
4266,128,13,18075
3129,128,72,1827
3529,128,65,17784
6351,128,31,37106
9453,128,54,48853
5396,128,11,20139
11030,128,81,22286
246,128,96,978
9137,128,34,41776
7427,128,41,38711
11694,129,85,15085
1271,129,76,33948
704,129,59,49222
8329,129,66,26254
8677,129,7,47975
1360,129,38,24937
11616,129,53,34185
10026,129,24,45053
1109,129,44,34026
9717,129,86,31043
11113,130,48,49173
1519,130,7,25679
6521,130,99,13720
10809,130,88,23293
59,130,0,5684
2542,130,42,9860
8920,130,43,6725
7079,130,14,4856
5921,130,68,49866
876,130,90,19974
1982,131,48,23466
5350,131,91,45917
11961,131,15,22820
2791,131,16,24031
4502,131,22,13381
2799,131,8,44813
2106,131,91,8994
8734,131,19,45277
3344,131,69,5657
4326,131,37,28877
5082,132,91,18133
7037,132,85,24428
2202,132,25,11323
6787,132,65,19097
8955,132,35,28157
3237,132,2,29662
248,132,57,46608
4434,132,56,9971
10926,132,62,13658
7205,132,81,19703
10521,133,71,23401
1774,133,16,36358
1217,133,78,27691
1604,133,50,10165
952,133,72,39712
11005,133,66,3434
5739,133,81,5417
11832,133,62,4381
1035,133,39,1320
4390,133,18,25226
1808,134,22,7932
2980,134,77,275
4863,134,12,3412
6951,134,51,3392
98,134,14,27081
6082,134,48,1959
981,134,95,41581
5881,134,4,6443
3197,134,18,26021
6101,134,22,49064
9911,135,84,30357
4535,135,34,12482
3788,135,24,30947
5543,135,24,20985
3502,135,10,17274
7791,135,56,38568
6717,135,1,13377
10504,135,40,7060
1493,135,14,26111
5717,135,18,46668
3295,136,46,16535
179,136,40,947
10251,136,27,43650
9723,136,72,43337
7527,136,2,21453
6830,136,97,26873
10191,136,91,37157
1533,136,38,15828
5834,136,67,9727
998,136,14,15440
8013,137,15,34321
9556,137,9,25327
4609,137,74,46345
8487,137,50,19900
3811,137,17,34404
3866,137,18,49541
10059,137,92,31247
79,137,40,24900
11231,137,44,46401
5042,137,44,21239
11505,138,64,28565
8166,138,93,28516
1636,138,72,35765
833,138,17,3305
10864,138,27,31548
3021,138,61,35203
5082,138,72,697
11408,138,27,2602
7188,138,37,29507
6632,138,69,34372
8476,139,9,37131
3658,139,88,23335
4848,139,36,17466
8591,139,3,14223
6929,139,40,35033
9022,139,53,37030
11330,139,40,25269
6394,139,74,27320
2376,139,60,14411
11840,139,49,9095
11722,140,91,31865
8386,140,71,21265
9372,140,44,43653
7723,140,65,19319
2363,140,19,14408
9901,140,0,26264
1578,140,44,19660
3893,140,50,38742
7150,140,72,364
4233,140,78,2786
1745,141,67,33320
10559,141,43,48373
3996,141,100,45451
11548,141,3,5158
4196,141,23,22169
4323,141,97,20951
1331,141,71,11576
3214,141,86,38175
7873,141,0,2985
10677,141,29,18225
5644,142,1,13152
1024,142,49,34452
